USERNAME,TIME,REVIEW,text_clean,text_normalized,label
rahmaa nuraini,4 months ago,Yesterday I went to the HMNs store and met some very helpful staff. I really liked how cheerful they were when they helped me choose the perfume. Thank you HMNs.,yesterday i went to the hmns store and met some very helpful staff i really liked how cheerful they were when they helped me choose the perfume thank you hmns,yesterday i went to the hmns store and met some very helpful staff i really liked how cheerful they were when they helped me choose the perfume thank you hmns,Positif
Dedy Dedy,4 months ago,"I'm really happy when I buy Hmns, the staff are very friendly, cheerful and serve it, so I feel like I'm enjoying it, I'm not afraid of being rude if I ask a question,"" it will improve your mood if you buy thereðŸ¤© â€¦",i m really happy when i buy hmns the staff are very friendly cheerful and serve it so i feel like i m enjoying it i m not afraid of being rude if i ask a question it will improve your mood if you buy thereðÿ â,i m really happy when i buy hmns the staff are very friendly cheerful and serve it so i feel like i m enjoying it i m not afraid of being rude if i ask a question it will improve your mood if you buy thereðÿ â,Positif
Antoni Wibowo,4 months ago,The large male employee (who wore makeup) was so rude to customers that I didn't want to buy anything...,the large male employee who wore makeup was so rude to customers that i didn t want to buy anything,the large male employee who wore makeup was so rude to customers that i didn t want to buy anything,Negatif
cut shalsabilla,4 months ago,Everyone loves the smell.,everyone loves the smell,everyone loves the smell,Positif
Fitriyanti Sitorus,4 months ago,The service is really good,the service is really good,the service is really good,Positif
Zalfa Hasna N.,5 months ago,The sales person is very nice and very helpful,the sales person is very nice and very helpful,the sales person is very nice and very helpful,Positif
Bagas Rizki Hertanto,5 months ago,nice service and good quality,nice service and good quality,nice service and good quality,Positif
Amir Amri Abd Razak,5 months ago,Parfume mendoonia.,parfume mendoonia,parfume mendoonia,Netral
Nor Nadiah Shuhaimi,5 months ago,Staff so nice assist us with the perfect perfume ðŸ˜ â€¦,staff so nice assist us with the perfect perfume ðÿ â,staff so nice assist us with the perfect perfume ðÿ â,Positif
jho Dizet,5 months ago,"Best, the new variant is gong",best the new variant is gong,best the new variant is gong,Positif
Zalfa Alya Suparto,5 months ago,"The sister is friendly, if you have an orgasm you can get a free sample ðŸ«¶ðŸ» â€¦",the sister is friendly if you have an orgasm you can get a free sample ðÿ ðÿ â,the sister is friendly if you have an orgasm you can get a free sample ðÿ ðÿ â,Positif
Indah Agustina,5 months ago,The service is really good and the sister is super fun. Highly recommended!!!!ðŸŒ¹ðŸ’ â€¦,the service is really good and the sister is super fun highly recommended ðÿœ¹ðÿ â,the service is really good and the sister is super fun highly recommended ðÿœ¹ðÿ â,Positif
althca 246,5 months ago,SUPER RECOMMEND BUY HERE!!! THE BROTHER IS VERY GOODâ¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸,super recommend buy here the brother is very goodâ ï â ï â ï â ï â ï â ï,super recommend buy here the brother is very goodâ ï â ï â ï â ï â ï â ï,Positif
Rheysifa Addya,5 months ago,"Very, very, nice experience here! Perfumes are great, services are better! Would definitely repurchase the orgsm series and might be more <3",very very nice experience here perfumes are great services are better would definitely repurchase the orgsm series and might be more,very very nice experience here perfumes are great services are better would definitely repurchase the orgsm series and might be more,Positif
Muhammad Kautsar Nizar,5 months ago,"Thank you for the service, sis! All the staff are very friendly. Super recommended for shopping here.",thank you for the service sis all the staff are very friendly super recommended for shopping here,thank you for the service sis all the staff are very friendly super recommended for shopping here,Positif
farhah zafira,5 months ago,the service is very friendly and responsive,the service is very friendly and responsive,the service is very friendly and responsive,Positif
Duta Armada,6 months ago,"The best, SA very friendly and kind .. love all the perfume very much.",the best sa very friendly and kind love all the perfume very much,the best sa very friendly and kind love all the perfume very much,Positif
Nur Athirah Daud,6 months ago,Mr Syarif gave me the best service ever!!! Also recommended me some of best sellers perfume in here ðŸ¥¹ðŸ‘ðŸ» will come here again and btw im from malaysia â€¦,mr syarif gave me the best service ever also recommended me some of best sellers perfume in here ðÿ ¹ðÿ ðÿ will come here again and btw im from malaysia â,mr syarif gave me the best service ever also recommended me some of best sellers perfume in here ðÿ ¹ðÿ ðÿ will come here again and btw im from malaysia â,Positif
NURHIDAYAH ABD RAZAK,6 months ago,"Staff Agry good service, friendly and gratis!",staff agry good service friendly and gratis,staff agry good service friendly and gratis,Positif
Nadeea Fitters,6 months ago,"HNMS ALL TIME FAVOURITE ðŸ˜ðŸ˜ðŸ˜ SURE WILL REPEAT, THANKS TO MS AGRY GOOD SERVICE NYAAA YAAðŸ˜ â€¦",hnms all time favourite ðÿ ðÿ ðÿ sure will repeat thanks to ms agry good service nyaa yaaðÿ â,hnms all time favourite ðÿ ðÿ ðÿ sure will repeat thanks to ms agry good service nyaa yaaðÿ â,Positif
Ni komang Krisnayani,6 months ago,Vauzyah Thank you for the satisfactory service,vauzyah thank you for the satisfactory service,vauzyah thank you for the satisfactory service,Netral
NoorRilhikam Abdul Hakam,6 months ago,Wowwww.. love more this perfume.. the staff is also nice.. miss Dewi â¤ï¸,wow love more this perfume the staff is also nice miss dewi â ï,wow love more this perfume the staff is also nice miss dewi â ï,Positif
Fanny Solina,7 months ago,There are lots of gifts if you buy at the offline store,there are lots of gifts if you buy at the offline store,there are lots of gifts if you buy at the offline store,Netral
Eddy Kurniawan,7 months ago,"The service is friendly, the staff patiently explains the characteristics of the perfume and helps you choose one that suits your personality. Just choose whether you want manly or feminine, there are also unisex options. Don't forget to come by, it's at Grand Indonesia Mall...",the service is friendly the staff patiently explains the characteristics of the perfume and helps you choose one that suits your personality just choose whether you want manly or feminine there are also unisex options don t forget to come by it s at grand indonesia mall,the service is friendly the staff patiently explains the characteristics of the perfume and helps you choose one that suits your personality just choose whether you want manly or feminine there are also unisex options don t forget to come by it s at grand indonesia mall,Positif
Hafizah Abd Kadir Matussin,7 months ago,Unrosed - sexy soft feminine scent! Really suits my personalityâ€¦,unrosed sexy soft feminine scent really suits my personalityâ,unrosed sexy lembut feminine scent really suits my personalityâ,Netral
iman zahirudin,7 months ago,Very nicee,very nicee,very nicee,Positif
Winna Panjaitan,7 months ago,Another level for experience of scents â¤ï¸,another level for experience of scents â ï,another level for experience of scents â ï,Netral
aroma86 ekaputra,7 months ago,"Just tried the second one, hopefully this time I like the scent more",just tried the second one hopefully this time i like the scent more,just tried the second one hopefully this time i like the scent more,Netral
Mohd Sulaiman,7 months ago,It's very safe here ðŸ¥° â€¦,it s very safe here ðÿ â,it s very safe here ðÿ â,Netral
Salman Ramadhan,7 months ago,"Good service and I was treated well until I got the perfume I liked, if I'm not mistaken the employee's name is Hafiz. Good luck, I hope your career goes smoothly, bro. And the others are also nice, smile, greet, and greet. HMNS Grand Indonesia is the best",good service and i was treated well until i got the perfume i liked if i m not mistaken the employee s name is hafiz good luck i hope your career goes smoothly bro and the others are also nice smile greet and greet hmns grand indonesia is the best,good service and i was treated well until i got the perfume i liked if i m not mistaken the employee s name is hafiz good luck i hope your career goes smoothly bro and the others are also nice smile greet and greet hmns grand indonesia is the best,Positif
claudia fortuna,7 months ago,"fell in love at first sniff with the aroma of darker shade of orgm, recommend kaka dewi very good service bintang kejora I also give, best employees hmns grand indonesia are very friendly ðŸ™ðŸ» â€¦",fell in love at first sniff with the aroma of darker shade of orgm recommend kaka dewi very good service bintang kejora i also give best employees hmns grand indonesia are very friendly ðÿ ðÿ â,fell in love at first sniff with the aroma of darker shade of orgm recommend kaka dewi very good service bintang kejora i also give best employees hmns grand indonesia are very friendly ðÿ ðÿ â,Positif
Faizah,7 months ago,"smells good, so fragrant that it makes other people look at us when we pass by",smells good so fragrant that it makes other people look at us when we pass by,smells good so fragrant that it makes other people look at us when we pass by,Positif
Gia Aulfa,7 months ago,"The scent lasts all day, love it!",the scent lasts all day love it,the scent lasts all day love it,Positif
Dita Lodot,7 months ago,The scent is nice and long lasting ðŸ‘ â€¦,the scent is nice and long lasting ðÿ â,the scent is nice and long lasting ðÿ â,Positif
Mohammad Syarif,7 months ago,Thanks for any recommended,thanks for any recommended,thanks for any recommended,Positif
Nadiah Hafiz,7 months ago,Wide range of luxurious perfumes! Staff is very friendly n helpful.,wide range of luxurious perfumes staff is very friendly n helpful,wide range of luxurious perfumes staff is very friendly n helpful,Positif
Elle Salleh,7 months ago,Thanks partner for recommended perfume,thanks partner for recommended perfume,thanks partner for recommended perfume,Positif
Izyan nurhanis Ismail,7 months ago,good experience. nice perfume,good experience nice perfume,good experience nice perfume,Positif
Eiman Danieal,7 months ago,The customer service is magnificent and really helpful,the customer service is magnificent and really helpful,the customer service is magnificent and really helpful,Positif
Aslinda Abdul Karim,7 months ago,Thank u syariff(scent philosoper) for recommendation perfume,thank u syariff scent philosoper for recommendation perfume,thank kamu syariff scent philosoper for recommendation perfume,Netral
mazizah salim,7 months ago,Superb service by Nicole. Nice perfumeðŸ˜ â€¦,superb service by nicole nice perfumeðÿ â,superb service by nicole nice perfumeðÿ â,Positif
HERWIT DAYATANI,7 months ago,I really like all the Humans perfume variants. The scent is long-lasting and the price is affordable.,i really like all the humans perfume variants the scent is long lasting and the price is affordable,i really like all the humans perfume variants the scent is long lasting and the price is affordable,Positif
Nurul Huda Zainal,7 months ago,Best perfume and staff,best perfume and staff,best perfume and staff,Positif
nordiana zainal,7 months ago,Nice perfume smell and good treat from the staff,nice perfume smell and good treat from the staff,nice perfume smell and good treat from the staff,Positif
nurliza zainal,7 months ago,nice smell and greats,nice smell and greats,nice smell and greats,Positif
Anandita Putri,7 months ago,smells fresh,smells fresh,smells fresh,Positif
Dhiyaa Zulaika,7 months ago,"The service is good, friendly & worth every penny",the service is good friendly worth every penny,the service is good friendly sepadan every penny,Positif
Saira H.,7 months ago,Friendly staff. Perfume smells good. Sapot lokal!!,friendly staff perfume smells good sapot lokal,friendly staff perfume smells good sapot lokal,Positif
Nursuhaila Marudin,7 months ago,Love all the scent!,love all the scent,love all the scent,Positif
Noorhafiszah Md Noor,7 months ago,Smell good ðŸ˜,smell good ðÿ,smell good ðÿ,Positif
Yudhi Dwistira,7 months ago,Very good quality and very friendly service.,very good quality and very friendly service,very good quality and very friendly service,Positif
NURUL HUSNIYAH ABAS,7 months ago,It's so great to be able to come here. Great service. Awesome from Malaysia.,it s so great to be able to come here great service awesome from malaysia,it s so great to be able to come here great service awesome from malaysia,Positif
sznty azmn,7 months ago,Good service by Hafis & Rike & Agry,good service by hafis rike agry,good service by hafis rike agry,Positif
Zuhairah Zolkaply,7 months ago,Nice smell. Rike and Hafis are very good,nice smell rike and hafis are very good,nice smell rike and hafis are very good,Positif
zul AD,7 months ago,"The Best Local Perfume in Jakarta, Indonesia",the best local perfume in jakarta indonesia,the best local perfume in jakarta indonesia,Positif
Tina House,7 months ago,Store assistant nya keren bangett.. very helpful with latest promotion & good bargains. â€¦,store assistant nya keren bangett very helpful with latest promotion good bargains â,store assistant nya keren bangett very helpful with latest promotion good bargains â,Positif
Atiqah Romli,7 months ago,Friendly staff & good service,friendly staff good service,friendly staff good service,Positif
Fauzan Iqbal,7 months ago,"The perfume is great, the scent lasts a long time, I will come again",the perfume is great the scent lasts a long time i will come again,the perfume is great the scent lasts a long time i will come again,Positif
syaqila azman,7 months ago,Good customer service and friendly staff,good customer service and friendly staff,good customer service and friendly staff,Positif
M I,7 months ago,Perfume smells good. Recommended,perfume smells good recommended,perfume smells good recommended,Positif
Supparuek Krengwittayatorn,7 months ago,Thanks great and quality,thanks great and quality,thanks great and quality,Positif
Normala Binti Sabran,7 months ago,The staff is nice and handsome too. The pregnant female staff is also very nice.,the staff is nice and handsome too the pregnant female staff is also very nice,the staff is nice and handsome too the pregnant female staff is also very nice,Positif
Noor Ekhram,7 months ago,"HmNs, it's really nice to welcome you all.. thank you..",hmns it s really nice to welcome you all thank you,hmns it s really nice to welcome you all thank you,Positif
Nadira Hud,7 months ago,"The staff is friendly, the service is also very good",the staff is friendly the service is also very good,the staff is friendly the service is also very good,Positif
Nad Ahmad,7 months ago,Hafis attend to us fast n very good. Warmth and keep smiling.. keep it up,hafis attend to us fast n very good warmth and keep smiling keep it up,hafis attend to us fast n very good warmth and keep smiling keep it up,Positif
disya novianti,7 months ago,shoutout to Ka Hafis and Ka Syarif for helping us out to choose the best onesðŸ¤©ðŸ¤©ðŸ¤© â€¦,shoutout to ka hafis and ka syarif for helping us out to choose the best onesðÿ ðÿ ðÿ â,shoutout to ka hafis and ka syarif for helping us out to choose the best onesðÿ ðÿ ðÿ â,Positif
Nadia Al,7 months ago,"Recommended! Go to Hafis to buy, heâ€™s the best ðŸ‘ðŸ¼ðŸ‘ðŸ¼ðŸ‘ðŸ¼ â€¦",recommended go to hafis to buy heâ s the best ðÿ ðÿ ¼ðÿ ðÿ ¼ðÿ ðÿ ¼ â,recommended go to hafis to buy heâ s the best ðÿ ðÿ ¼ðÿ ðÿ ¼ðÿ ðÿ ¼ â,Positif
Aideed SS,7 months ago,BEST PERFUME IN JAKARTA!,best perfume in jakarta,best perfume in jakarta,Positif
Nurul Syazana Yahaya,7 months ago,Love most of the scenes! The service is 5 stars too,love most of the scenes the service is stars too,love most of the scenes the service is stars too,Positif
Mimi Yahaya,7 months ago,"An excellent perfume, love it",an excellent perfume love it,an excellent perfume love it,Positif
Nurul Syairah Yahaya,7 months ago,Absolute favourite!! A must buy perfumes in Jakarta,absolute favourite a must buy perfumes in jakarta,absolute favourite a must buy perfumes in jakarta,Netral
Ailya Suhaidi,7 months ago,My go-to! Love their range of perfumes,my go to love their range of perfumes,my go to love their range of perfumes,Positif
Annisa Putri,7 months ago,Stock very complete. The staff very helpfull âœ¨,stock very complete the staff very helpfull âœ,stock very complete the staff very helpfull âœ,Positif
emmy rz,7 months ago,Love the perfume,love the perfume,love the perfume,Positif
Rozaireen Binti Ibrahim,7 months ago,More choices of perfumes & friendly staff,more choices of perfumes friendly staff,more choices of perfumes friendly staff,Positif
Nona Hendra,7 months ago,"Thank you partner HMNS, Nice service, good attitude, and good performa",thank you partner hmns nice service good attitude and good performa,thank you partner hmns nice service good attitude and good performa,Positif
Syamaizar Riandi,7 months ago,Best local fragrance!,best local fragrance,best local fragrance,Positif
Felicia,7 months ago,Extremely friendly and helpful customer service,extremely friendly and helpful customer service,extremely friendly and helpful customer service,Positif
Farishah Aleyah Azlan,7 months ago,Thank you Hafis for the amazing service :),thank you hafis for the amazing service,thank you hafis for the amazing service,Positif
Norain Hashim,7 months ago,Amazing service by Hafis :),amazing service by hafis,amazing service by hafis,Positif
Achon Achon,7 months ago,One of the most favorite local perfumes,one of the most favorite local perfumes,one of the most favorite local perfumes,Positif
larasati puri ratna,7 months ago,The most complete hmns store. The staff is helpful.,the most complete hmns store the staff is helpful,the most complete hmns store the staff is helpful,Positif
Syahirah Adha,7 months ago,"The best experience to buy from HMNS Jakarta. I recently purchased a perfume from the store, and I must say, the salesperson Hafis, was incredibly helpful. He suggested several scents that suited my preferences perfectly. His friendly â€¦",the best experience to buy from hmns jakarta i recently purchased a perfume from the store and i must say the salesperson hafis was incredibly helpful he suggested several scents that suited my preferences perfectly his friendly â,the best experience to buy from hmns jakarta i recently purchased a perfume from the store and i must say the salesperson hafis was incredibly helpful he suggested several scents that suited my preferences perfectly his friendly â,Positif
Fatimah Fauzi,7 months ago,I recently purchased HMNS perfume and I am absolutely thrilled with it! The scent is delightful and long-lasting. Itâ€™s perfect for both everyday wear and special occasions. â€¦,i recently purchased hmns perfume and i am absolutely thrilled with it the scent is delightful and long lasting itâ s perfect for both everyday wear and special occasions â,i recently purchased hmns perfume and i am absolutely thrilled with it the scent is delightful and long lasting itâ s perfect for both everyday wear and special occasions â,Positif
Colour Beads,7 months ago,"The sister is very friendly, I've bought hmns 3 times and never get bored",the sister is very friendly i ve bought hmns times and never get bored,the sister is very friendly i ve bought hmns times and never get bored,Positif
Muhamad Rifai,7 months ago,One of my favorite perfumes! The staff (Mr. Hafis) is very friendly and very helpful.,one of my favorite perfumes the staff mr hafis is very friendly and very helpful,one of my favorite perfumes the staff mr hafis is very friendly and very helpful,Positif
Dobol ted,7 months ago,"The variety is good""",the variety is good,the variety is good,Positif
huns,7 months ago,"First time trying to come directly to the offline store at Grand Indonesia, the scents are all delicious. I was helped by Nichol, the service was very friendly and helpful.",first time trying to come directly to the offline store at grand indonesia the scents are all delicious i was helped by nichol the service was very friendly and helpful,first time trying to come directly to the offline store at grand indonesia the scents are all delicious i was helped by nichol the service was very friendly and helpful,Positif
julie md zahdi,7 months ago,Get the orgsm!,get the orgsm,get the orgsm,Netral
Nad iah,7 months ago,Great experience with helpful staff.,great experience with helpful staff,great experience with helpful staff,Positif
Nur Hayati,7 months ago,The smell is delicious and very nice.,the smell is delicious and very nice,the smell is delicious and very nice,Positif
Adilaksmana Eventindonesia,7 months ago,Best perfume advisor! Satisfied with the service and explanationðŸ‘ðŸ» â€¦,best perfume advisor satisfied with the service and explanationðÿ ðÿ â,best perfume advisor satisfied with the service and explanationðÿ ðÿ â,Positif
Ferdy Ferdy,7 months ago,"nice store, perfect scents",nice store perfect scents,nice store perfect scents,Positif
Nick Zakir,7 months ago,Mr Syarif and Ms Dewi are so helpful in deciding the perfume â¤ï¸,mr syarif and ms dewi are so helpful in deciding the perfume â ï,mr syarif and ms dewi are so helpful in deciding the perfume â ï,Positif
Muhammad Tarmizi,7 months ago,The staff are professionals and they know what to recommend. Kudos to Hafis and Agry!,the staff are professionals and they know what to recommend kudos to hafis and agry,the staff are professionals and they know what to recommend kudos to hafis and agry,Netral
Suzami Junaidah,7 months ago,The best perfume ever..i will purchased this perfume again.,the best perfume ever i will purchased this perfume again,the best perfume ever i will purchased this perfume again,Positif
Risa Damayanti Tarihoran,7 months ago,"The perfume is really good, the scent is unique, and the service is friendly and excellent. It's the best shopping here.",the perfume is really good the scent is unique and the service is friendly and excellent it s the best shopping here,the perfume is really good the scent is unique and the service is friendly and excellent it s the best shopping here,Positif
MUHAMMAD NAZREEN SHAH BIN HABEEB RAHMAN,7 months ago,Wonderful shopping experience here. Definitely will come for more here,wonderful shopping experience here definitely will come for more here,wonderful shopping experience here definitely will come for more here,Positif
Alif Azrin,7 months ago,Staff name SYARIF MANTAPPPP,staff name syarif mantapp,staff name syarif mantapp,Positif
Anas Firdaus,7 months ago,"The staff, Dewi and Syarif, are friendly. They are very helpful and informative. The products are excellent, international-level.",the staff dewi and syarif are friendly they are very helpful and informative the products are excellent international level,the staff dewi and syarif are friendly they are very helpful and informative the products are excellent international level,Positif
ashraf fardzli,7 months ago,Amazing selection!!,amazing selection,amazing selection,Positif
Louiciana Pattiwael,7 months ago,A satisfying shopping experience at HMNS Grand IndoðŸ¥° â€¦,a satisfying shopping experience at hmns grand indoðÿ â,a satisfying shopping experience at hmns grand indoðÿ â,Netral
Ravena Viyanka,7 months ago,the staff are v nice & helpful <3,the staff are v nice helpful,the staff are v nice helpful,Positif
Iqbal Ghiffari,7 months ago,The smell is so delicious,the smell is so delicious,the smell is so delicious,Positif
Meidy Chandra Asmadita,7 months ago,The staff is friendly and very helpful. The stock is complete and the store is strategically located.,the staff is friendly and very helpful the stock is complete and the store is strategically located,the staff is friendly and very helpful the stock is complete and the store is strategically located,Positif
ibung tanjung,7 months ago,"It's fun, the older brother is friendly and funny",it s fun the older brother is friendly and funny,it s fun the older brother is friendly and funny,Positif
Lidan Isbar,7 months ago,really top,really top,really top,Positif
amalia fakhrunnisa,7 months ago,Good quality good service,good quality good service,good quality good service,Positif
hrryshfzie,7 months ago,good! the price is reasonable. service 100/1,good the price is reasonable service,good the price is reasonable service,Positif
hamiza ramli,7 months ago,Fragrant perfume.. suitable for men and women. Besttttt best SA,fragrant perfume suitable for men and women bestt best sa,fragrant perfume suitable for men and women bestt best sa,Positif
Noor Hafiza Ramli,7 months ago,Best selection of trendy scent,best selection of trendy scent,best selection of trendy scent,Positif
febby ananda,7 months ago,"its cool servise, thx u for mas nichol!",its cool servise thx u for mas nichol,its cool servise thx kamu for mas nichol,Positif
kusnul khotimah,7 months ago,"The service is very good, I enjoy shopping at HMNS,",the service is very good i enjoy shopping at hmns,the service is very good i enjoy shopping at hmns,Positif
NUR FARAH NABILA KHAIRUN NASRI,7 months ago,Excellent services and very friendly,excellent services and very friendly,excellent services and very friendly,Positif
Wardina Khairun,7 months ago,"Friendly, and helpful staff. Great perfume choices, Overall great service ! 10/10",friendly and helpful staff great perfume choices overall great service,friendly and helpful staff great perfume choices overall great service,Positif
Mastura H.,7 months ago,I had my first experience trying a local brand. Hafis is very helpful and friendly. We bought 2  of 100 ml parfums in total.,i had my first experience trying a local brand hafis is very helpful and friendly we bought of ml parfums in total,i had my first experience trying a local brand hafis is very helpful and friendly we bought of ml parfums in total,Positif
Amira Saidin,7 months ago,Smells like expensive perfume. Staff service is very good.,smells like expensive perfume staff service is very good,smells like expensive perfume staff service is very good,Netral
Nur Amnani Rosman,7 months ago,HMNS the best smell and the best perfume,hmns the best smell and the best perfume,hmns the best smell and the best perfume,Positif
Kay Deen,7 months ago,Nice people. Awesome service. Keep up the good work folks.,nice people awesome service keep up the good work folks,nice people awesome service keep up the good work folks,Positif
No Phenk,7 months ago,"I've bought perfume/eau de toilette here twice, the product is good, the bottle quality is good, and the service is also good.",i ve bought perfume eau de toilette here twice the product is good the bottle quality is good and the service is also good,i ve bought perfume eau de toilette here twice the product is good the bottle quality is good and the service is also good,Positif
nur ayla nathalia muhammad hilmi,7 months ago,amazing smell ðŸ©·ðŸ©· â€¦,amazing smell ðÿ ðÿ â,amazing smell ðÿ ðÿ â,Positif
Kana Art,7 months ago,Again and again we bring guests and shop here,again and again we bring guests and shop here,again and again we bring guests and shop here,Netral
Norazleen Che Noh,7 months ago,"Very good service,luv it so much",very good service luv it so much,very good service luv it so much,Positif
Firda Septiani Nauli,7 months ago,Really like one of my favorite local brands,really like one of my favorite local brands,really like one of my favorite local brands,Positif
ketika pagi,7 months ago,Hmns perfect store,hmns perfect store,hmns perfect store,Positif
aes aes,7 months ago,Awesome... the brothers are friendly,awesome the brothers are friendly,awesome the brothers are friendly,Positif
Ginanjar Erwin,7 months ago,"Good, friendly and honest service",good friendly and honest service,good friendly and honest service,Positif
Hazim Zuraimi,7 months ago,Good Perfume Stop CentreðŸ¥¶,good perfume stop centreðÿ,good perfume stop centreðÿ,Positif
Ahmad Daniell Noor Azmi,7 months ago,Staff is so helpful. Affordable perfume with various choices of scent. Go find Agry and Hafiz ASAP!!,staff is so helpful affordable perfume with various choices of scent go find agry and hafiz asap,staff is so helpful affordable perfume with various choices of scent go find agry and hafiz asap,Positif
nabiella azmi,7 months ago,Great service. Agry is good.,great service agry is good,great service agry is good,Positif
Cindy Clarestan,7 months ago,"Local perfume that makes you wonder at the smell, just passing by GI for fun but so I automatically bought 2 because it really smells luxurious",local perfume that makes you wonder at the smell just passing by gi for fun but so i automatically bought because it really smells luxurious,local perfume that makes you wonder at the smell just passing by gi for fun but so i automatically bought because it really smells luxurious,Netral
Ummai Zainal,7 months ago,Great experience! We even got freebies!,great experience we even got freebies,great experience we even got freebies,Positif
Ummi Zainal,7 months ago,Very good service and helpful in getting the best perfumes!,very good service and helpful in getting the best perfumes,very good service and helpful in getting the best perfumes,Positif
YASMIN FIKRIYAH,7 months ago,Love the perfumes and the staff were very friendly and helpful,love the perfumes and the staff were very friendly and helpful,love the perfumes and the staff were very friendly and helpful,Positif
ahmad zahir,7 months ago,Great fragrance and helpful staff to make purchase for suitable perfume,great fragrance and helpful staff to make purchase for suitable perfume,great fragrance and helpful staff to make purchase for suitable perfume,Positif
MF. Dewantara Almismary,7 months ago,"Very fast service, staff explained things well and were very friendly. Best perfume",very fast service staff explained things well and were very friendly best perfume,very fast service staff explained things well and were very friendly best perfume,Positif
Jazzy,7 months ago,"I really like it when the staff at GI are very friendly, Mr. Nichol, thank you for your helpðŸ©·ðŸ©· â€¦",i really like it when the staff at gi are very friendly mr nichol thank you for your helpðÿ ðÿ â,i really like it when the staff at gi are very friendly mr nichol thank you for your helpðÿ ðÿ â,Positif
Amelda Evans,7 months ago,Best local parfume from indonesia,best local parfume from indonesia,best local parfume from indonesia,Positif
Siti Aminah Hay,7 months ago,Bought 3 eau de parfum here. Love the smell and reasonable price,bought eau de parfum here love the smell and reasonable price,bought eau de parfum here love the smell and reasonable price,Positif
Shila Adinda Putri,7 months ago,"Enjoy shopping here, the staff are friendly and polite.",enjoy shopping here the staff are friendly and polite,enjoy shopping here the staff are friendly and polite,Positif
siti aishah mohamed yusop,7 months ago,Friendly staff..and the perfume smells really good,friendly staff and the perfume smells really good,friendly staff and the perfume smells really good,Positif
raihan afrinaa,7 months ago,Perfume smells really nice and long lasting. Staff also friendly and helpful when recommending the scent.,perfume smells really nice and long lasting staff also friendly and helpful when recommending the scent,perfume smells really nice and long lasting staff also friendly and helpful when recommending the scent,Positif
Siti Fatima Mohamed Yusop,7 months ago,Everything smells good and is reasonably priced.,everything smells good and is reasonably priced,everything smells good and is reasonably priced,Positif
Lutfia Safitri,7 months ago,the location is easy to find ðŸ¥° â€¦,the location is easy to find ðÿ â,the location is easy to find ðÿ â,Netral
Zam Zam,7 months ago,Excellent perfume,excellent perfume,excellent perfume,Positif
Christy Suherman,7 months ago,Best service!! â¤ï¸,best service â ï,best service â ï,Positif
alhafis gaunna,7 months ago,Subscription perfume,subscription perfume,subscription perfume,Netral
Zur Ain Binti Hanafi,7 months ago,Nice service. Very good quality perfume,nice service very good quality perfume,nice service very good quality perfume,Positif
Jay Boncit,7 months ago,Good service and friendly,good service and friendly,good service and friendly,Positif
Diyana Shah,7 months ago,The smell is so nice.,the smell is so nice,the smell is so nice,Positif
Zulaikha Ariffin,7 months ago,Good service from the staff! Nice smell of perfumes :),good service from the staff nice smell of perfumes,good service from the staff nice smell of perfumes,Positif
Carl Ludwi,7 months ago,Local best!,local best,local best,Positif
Gaga Gaga,7 months ago,"Thank you, sis Nicole.",thank you sis nicole,thank you sis nicole,Netral
Shofi Sheva,7 months ago,"The perfume and air freshener smell really nice, the service is friendly and they really know their products... The best in short... I bought this at GI.... thank you",the perfume and air freshener smell really nice the service is friendly and they really know their products the best in short i bought this at gi thank you,the perfume and air freshener smell really nice the service is friendly and they really know their products the best in short i bought this at gi thank you,Positif
Louis Dio,7 months ago,Good and Fast Service,good and fast service,good and fast service,Positif
Rani Dwi Silvia,7 months ago,Great service! Lots of great promotions!,great service lots of great promotions,great service lots of great promotions,Positif
Nandita Kayla,7 months ago,The smell is very fragrant and the staff is friendly.,the smell is very fragrant and the staff is friendly,the smell is very fragrant and the staff is friendly,Positif
heci moci,7 months ago,"The staff is friendly, really helpful in choosing a good perfume, love it",the staff is friendly really helpful in choosing a good perfume love it,the staff is friendly really helpful in choosing a good perfume love it,Positif
Sharifah Sheikh Walid,7 months ago,Sales representative (Hafis) was a great promoter and very helpful!  (GI branch) 16/08/2025,sales representative hafis was a great promoter and very helpful gi branch,sales representative hafis was a great promoter and very helpful gi branch,Positif
Ardent Religian,7 months ago,love the fragrance!,love the fragrance,love the fragrance,Positif
Wazien Ikhwan,8 months ago,Good service. Fast and straightforward.,good service fast and straightforward,good service fast and straightforward,Positif
Rena Amelia,8 months ago,SatisfyingðŸ˜ â€¦,satisfyingðÿ â,satisfyingðÿ â,Netral
Bayu Prasetyo Anwar,8 months ago,"Wow, HMNS is really cool, the best local perfume so far.",wow hmns is really cool the best local perfume so far,wow hmns is really cool the best local perfume so far,Positif
Naim Z,8 months ago,Buyers from Malaysia. Awesome,buyers from malaysia awesome,buyers from malaysia awesome,Positif
Amirah Syafiqah,8 months ago,great service!!! love Agry ðŸ¥° â€¦,great service love agry ðÿ â,great service love agry ðÿ â,Positif
ery,8 months ago,"The best employees, the perfume is delicious. Let's buy Malaysians",the best employees the perfume is delicious let s buy malaysians,the best employees the perfume is delicious let s buy malaysians,Positif
